id,lat,long,tic,alt,speed,heading,inrangeofrsu
1,38.912678,-77.2216596,1479310905,0.0,0,307.397353810413,False
1,38.913349247109174,-77.22278346744733,1479310909,154.95814778960954,62.532810399999995,307.397353810413,False
1,38.913998002478124,-77.22386968674584,1479310913,155.9162955792191,60.43748953346949,307.397353810413,True
1,38.914437378135744,-77.22456424739299,1479310917,154.79695358482059,56.477405595855224,309.0570523869303,True
1,38.91508627680345,-77.22558785907985,1479310921,153.02847295290383,58.267718400000014,309.0570523869303,True
1,38.91578021205181,-77.22668252548287,1479310925,152.07366271363395,62.31180572385117,309.0570523869303,True
1,38.916346905823,-77.22757647746639,1479310929,155.07792601718634,50.886113948339386,309.0570523869303,True
1,38.916993690989486,-77.22859678281313,1479310933,156.35528006150167,58.07795476784642,309.0570523869303,True
1,38.91765454358436,-77.22952330350562,1479310937,156.2657761001681,63.005942722017394,314.1055748360425,True
1,38.918308658059296,-77.23038716837013,1479310941,154.82086898556634,53.17543988641276,314.1055748360425,True
1,38.91876190336861,-77.23098575570194,1479310945,153.10320369626072,36.845973839032716,314.1055748360425,True
1,38.91921065048629,-77.23164386558047,1479310949,153.33962568570507,48.583647483483865,309.7104136174236,True
1,38.919839810886685,-77.23261359458128,1479310953,154.4183123009747,55.71598909048087,309.7104136174236,True
1,38.92046957965015,-77.23358426994729,1479310957,154.12664011142004,55.76986973405485,309.7104136174236,True
1,38.921011301137845,-77.2340056459415,1479310961,151.66348575770718,53.90443087746579,325.9705552081101,True
1,38.9217994384021,-77.23468691981718,1479310965,149.34717764700346,53.80630865628872,325.9705552081101,True
1,38.92207065868372,-77.23492136591611,1479310969,147.31768795933252,18.516240807675207,325.9705552081101,True
1,38.922113204331666,-77.23495814288594,1479310973,146.88851242336239,2.904594385983319,325.9705552081101,True
1,38.922140595871845,-77.23498182047084,1479310977,147.1466602129719,1.8700223009209596,325.9705552081101,True
1,38.92218314151221,-77.23501859747064,1479310981,147.40480800258146,2.904593902647214,325.9705552081101,True
1,38.92242115415184,-77.23522433948469,1479310985,148.36295579219103,16.24915044756515,325.9705552081101,True
1,38.922917062048626,-77.23565301373702,1479310989,148.32110358180057,33.8557195703133,325.9705552081101,True
1,38.9235987845606,-77.23624231648859,1479310993,146.6801696429354,46.541348506565214,325.9705552081101,True
1,38.92423990242801,-77.23679652426499,1479310997,146.2373991610197,43.76925962064956,325.9705552081101,True
1,38.92488802671684,-77.23735679384285,1479311001,146.39554695062924,44.24759546666667,325.9705552081101,True
1,38.92547172032434,-77.23792493094287,1479311005,145.72863803235632,45.786364443635456,323.09415845840584,True
1,38.9260473753937,-77.23847836810631,1479311009,145.58404374924604,40.731647380578636,323.09415845840584,False
1,38.926606840984526,-77.23901624488082,1479311013,144.10708697951122,39.586129164990595,323.09415845840584,True
1,38.927111864831,-77.2395017841067,1479311017,143.19936621225838,35.73398805178195,323.09415845840584,True
1,38.927636645653934,-77.24000632185492,1479311021,140.82388105039166,37.13193924203237,323.09415845840584,True
1,38.92806273390999,-77.24041597636109,1479311025,140.24443368828653,30.148735730469156,323.09415845840584,True
