time_received,False,True
14793114622,0,12
14793114623,0,16
14793114624,0,13
14793114625,0,15
14793114626,0,13
14793114627,0,15
14793114628,0,14
14793114629,0,17
14793114630,0,8
14793114631,0,14
14793114632,0,10
14793114633,0,14
14793114634,0,17
14793114635,0,16
14793114636,0,13
14793114637,0,17
14793114638,0,7
14793114639,0,14
14793114640,0,14
14793114641,0,12
14793114642,0,15
14793114643,0,19
14793114644,0,12
14793114645,0,15
14793114646,0,16
14793114647,0,16
14793114648,0,11
14793114649,0,18
14793114650,0,13
14793114651,0,15
14793114652,0,14
14793114653,0,11
14793114654,0,16
14793114655,0,15
14793114656,0,15
14793114657,0,16
14793114658,0,13
14793114659,0,16
14793114660,0,15
14793114661,0,16
14793114662,0,16
14793114663,0,17
14793114664,0,16
14793114665,0,16
14793114666,0,15
14793114667,0,15
14793114668,0,15
14793114669,0,15
14793114670,0,15
14793114671,0,15
14793114672,0,17
14793114673,0,14
14793114674,0,15
14793114675,0,16
14793114676,0,15
14793114677,0,16
14793114678,0,14
14793114679,0,16
14793114680,0,15
14793114681,0,16
14793114682,0,15
14793114683,0,16
14793114684,0,17
14793114685,0,16
14793114686,0,16
14793114687,0,13
14793114688,0,15
14793114689,0,18
14793114690,0,15
14793114691,0,15
14793114692,0,11
14793114693,0,14
14793114694,0,17
14793114695,0,13
14793114696,0,18
14793114697,0,15
14793114698,0,11
14793114699,0,20
14793114700,0,11
14793114701,0,18
14793114702,0,10
14793114703,0,19
14793114704,0,14
14793114705,0,10
14793114706,0,14
14793114707,0,17
14793114708,0,12
14793114709,0,15
14793114710,0,12
14793114711,0,14
14793114712,0,13
14793114713,0,17
14793114714,0,14
14793114715,0,15
14793114716,0,14
14793114717,0,15
14793114718,0,16
14793114719,0,10
14793114720,0,16
14793114721,0,18
14793114722,0,14
14793114723,0,15
14793114724,0,13
14793114725,0,17
14793114726,0,15
14793114727,0,12
14793114728,0,13
14793114729,0,15
14793114730,0,14
14793114731,0,16
14793114732,0,13
14793114733,0,16
14793114734,0,15
14793114735,0,15
14793114736,0,15
14793114737,0,16
14793114738,0,15
14793114739,0,12
14793114740,0,18
14793114741,0,13
14793114742,0,13
14793114743,0,15
14793114744,0,16
14793114745,0,14
14793114746,0,15
14793114747,0,15
14793114748,0,13
14793114749,0,16
14793114750,0,14
14793114751,0,15
14793114752,0,16
14793114753,0,13
14793114754,0,18
14793114755,0,14
14793114756,0,15
14793114757,0,16
14793114758,0,16
14793114759,0,13
14793114760,0,20
14793114761,0,15
14793114762,0,19
14793114763,0,16
14793114764,0,16
14793114765,0,18
14793114766,0,12
14793114767,0,20
14793114768,0,12
14793114769,0,15
14793114770,0,20
14793114771,0,11
14793114772,0,18
14793114773,0,15
14793114774,0,17
14793114775,0,13
14793114776,0,16
14793114777,0,14
14793114778,0,16
14793114779,0,14
14793114780,0,17
14793114781,0,15
14793114782,0,14
14793114783,0,17
14793114784,0,16
14793114785,0,16
14793114786,0,16
14793114787,0,17
14793114788,0,16
14793114789,0,14
14793114790,0,18
14793114791,0,15
14793114792,0,15
14793114793,0,15
14793114794,0,15
14793114795,0,14
14793114796,0,15
14793114797,0,14
14793114798,0,13
14793114799,0,15
14793114800,0,16
14793114801,0,16
14793114802,0,16
14793114803,0,16
14793114804,0,16
14793114805,0,15
14793114806,0,15
14793114807,0,15
14793114808,0,14
14793114809,0,15
14793114810,0,14
14793114811,0,13
14793114812,0,13
14793114813,0,13
14793114814,0,16
14793114815,0,15
14793114816,0,14
14793114817,0,14
14793114818,0,16
14793114819,0,16
14793114820,0,15
14793114821,0,10
14793114822,0,19
14793114823,0,15
14793114824,0,14
14793114825,0,14
14793114826,0,17
14793114827,0,13
14793114828,0,13
14793114829,0,14
14793114830,0,14
14793114831,0,14
14793114832,0,16
14793114833,0,13
14793114834,0,17
14793114835,0,12
14793114836,0,11
14793114837,0,18
14793114838,0,12
14793114839,0,18
14793114840,0,11
14793114841,0,15
14793114842,0,14
14793114843,0,13
14793114844,0,17
14793114845,0,16
14793114846,0,15
14793114847,0,13
14793114848,0,15
14793114849,0,14
14793114850,0,14
14793114851,0,15
14793114852,0,15
14793114853,0,14
14793114854,0,15
14793114855,0,15
14793114856,0,14
14793114857,0,16
14793114858,0,14
14793114859,0,16
14793114860,0,14
14793114861,0,15
14793114862,0,13
14793114863,0,15
14793114864,0,15
14793114865,0,16
14793114866,0,14
14793114867,0,15
14793114868,0,15
14793114869,0,15
14793114870,0,15
14793114871,0,15
14793114872,0,16
14793114873,0,13
14793114874,0,15
14793114875,0,15
14793114876,0,14
14793114877,0,15
14793114878,0,14
14793114879,0,15
14793114880,0,14
14793114881,0,15
14793114882,0,13
14793114883,0,14
14793114884,0,16
14793114885,0,15
14793114886,0,15
14793114887,0,14
14793114888,0,12
14793114889,0,17
14793114890,0,15
14793114891,0,13
14793114892,0,16
14793114893,0,14
14793114894,0,13
14793114895,0,15
14793114896,0,14
14793114897,0,16
14793114898,0,15
14793114899,0,14
14793114900,0,16
14793114901,0,13
14793114902,0,16
14793114903,0,16
14793114904,0,15
14793114905,0,15
14793114906,0,15
14793114907,0,16
14793114908,0,15
14793114909,0,15
14793114910,0,16
14793114911,0,14
14793114912,0,14
14793114913,0,17
14793114914,0,13
14793114915,0,18
14793114916,0,18
14793114917,0,15
14793114918,0,15
14793114919,0,15
14793114920,0,16
14793114921,0,17
14793114922,0,12
14793114923,0,17
14793114924,0,11
14793114925,0,17
14793114926,0,16
14793114927,0,15
14793114928,0,17
14793114929,0,17
14793114930,0,14
14793114931,0,17
14793114932,0,12
14793114933,0,17
14793114934,0,16
14793114935,0,16
14793114936,0,7
14793114938,0,10
14793114939,0,15
14793114940,0,12
14793114941,0,14
14793114942,0,16
14793114943,0,17
14793114944,0,12
14793114945,0,12
14793114946,0,18
14793114947,0,18
14793114948,0,13
14793114949,0,17
14793114950,0,12
14793114951,0,15
14793114952,0,14
14793114953,0,17
14793114954,0,10
14793114955,0,18
14793114956,0,13
14793114957,0,16
14793114958,0,15
14793114959,0,12
14793114960,0,16
14793114961,0,11
14793114962,0,13
14793114963,0,12
14793114964,0,13
14793114965,0,13
14793114966,0,13
14793114967,0,14
14793114968,0,13
14793114969,0,15
14793114970,0,15
14793114971,0,13
14793114972,0,14
14793114973,0,16
14793114974,0,14
14793114975,0,11
14793114976,0,16
14793114977,0,12
14793114978,0,11
14793114979,0,14
14793114980,0,14
14793114981,0,8
14793114982,0,15
14793114983,0,12
14793114984,0,9
14793114985,0,13
14793114986,0,15
14793114987,0,12
14793114988,0,11
14793114989,0,12
14793114990,0,14
14793114991,0,14
14793114992,0,12
14793114993,0,14
14793114994,0,13
14793114995,0,14
14793114996,0,15
14793114997,0,16
14793114998,0,17
14793114999,0,17
14793115000,0,17
14793115001,0,17
14793115002,0,13
14793115003,0,14
14793115004,0,13
14793115005,0,15
14793115006,0,12
14793115007,0,19
14793115008,0,12
14793115009,0,14
14793115010,0,16
14793115011,0,16
14793115012,0,12
14793115013,0,13
14793115014,0,17
14793115015,0,18
14793115016,0,13
14793115017,0,15
14793115018,0,11
14793115019,0,18
14793115020,0,13
14793115021,0,19
14793115022,0,15
14793115023,0,14
14793115024,0,16
14793115025,0,17
14793115026,0,17
14793115027,0,16
14793115028,0,14
14793115029,0,17
14793115030,0,16
14793115031,0,15
14793115032,0,16
14793115033,0,15
14793115034,0,17
14793115035,0,14
14793115036,0,14
14793115037,0,13
14793115038,0,15
14793115039,0,18
14793115040,0,14
14793115041,0,14
14793115042,0,17
14793115043,0,13
14793115044,0,15
14793115045,0,14
14793115046,0,18
14793115047,0,13
14793115048,0,13
14793115049,0,15
14793115050,0,18
14793115051,0,18
14793115052,0,7
14793115053,0,16
14793115054,0,18
14793115055,0,16
14793115056,0,14
14793115057,0,16
14793115058,0,16
14793115059,0,16
14793115060,0,16
14793115061,0,17
14793115062,0,17
14793115063,0,15
14793115064,0,22
14793115065,0,18
14793115066,0,15
14793115067,0,20
14793115068,0,19
14793115069,0,12
14793115070,0,18
14793115071,0,12
14793115072,0,16
14793115073,0,14
14793115074,0,19
14793115075,0,16
14793115076,0,14
14793115077,0,15
14793115078,0,19
14793115079,0,14
14793115080,0,17
14793115081,0,17
14793115082,0,17
14793115083,0,15
14793115084,0,17
14793115085,0,15
14793115086,0,16
14793115087,0,18
14793115088,0,12
14793115089,0,17
14793115090,0,14
14793115091,0,15
14793115092,0,14
14793115093,0,15
14793115094,0,17
14793115095,0,16
14793115096,0,15
14793115097,0,20
14793115098,0,17
14793115099,0,16
14793115100,0,17
14793115101,0,15
14793115102,0,12
14793115103,0,15
14793115104,0,9
14793115105,0,10
14793115106,0,9
14793115107,0,10
14793115108,0,22
14793115109,0,15
14793115110,0,17
14793115111,0,12
14793115112,0,15
14793115113,0,14
14793115114,0,14
14793115115,0,15
14793115116,0,18
14793115117,0,11
14793115118,0,12
14793115119,0,11
14793115120,0,16
14793115121,0,9
14793115122,0,11
14793115123,0,13
14793115124,0,13
14793115125,0,10
14793115126,0,14
14793115127,0,13
14793115128,0,13
14793115129,0,14
14793115130,0,13
14793115131,0,15
14793115132,0,15
14793115133,0,12
14793115134,0,14
14793115135,0,16
14793115136,0,14
14793115137,0,14
14793115138,0,14
14793115139,0,11
14793115140,0,14
14793115141,0,11
14793115142,0,15
14793115143,0,20
14793115144,0,18
14793115145,0,16
14793115146,0,17
14793115147,0,12
14793115148,0,16
14793115149,0,14
14793115150,0,20
14793115151,0,13
14793115152,0,15
14793115153,0,15
14793115154,0,15
14793115155,0,15
14793115156,0,15
14793115157,0,13
14793115158,0,16
14793115159,0,14
14793115160,0,15
14793115161,0,13
14793115162,0,15
14793115163,0,12
14793115164,0,15
14793115165,0,15
14793115166,0,17
14793115167,0,15
14793115168,0,15
14793115169,0,13
14793115170,0,15
14793115171,0,11
14793115172,0,11
14793115173,0,15
14793115174,0,14
14793115175,0,15
14793115176,0,12
14793115177,0,13
14793115178,0,14
14793115179,0,16
14793115180,0,13
14793115181,0,11
14793115182,0,17
14793115183,0,10
14793115184,0,8
14793115185,0,11
14793115186,0,15
14793115187,0,13
14793115188,0,12
14793115189,0,10
14793115190,0,13
14793115191,0,13
14793115192,0,13
14793115193,0,10
14793115194,0,12
14793115195,0,10
14793115196,0,14
14793115197,0,13
14793115198,0,10
14793115199,0,11
14793115200,0,11
14793115201,0,12
14793115202,0,10
14793115203,0,16
14793115204,0,8
14793115205,0,11
14793115206,0,10
14793115207,0,11
14793115208,0,9
14793115209,0,13
14793115210,0,14
14793115211,0,13
14793115212,0,12
14793115213,0,10
14793115214,0,13
14793115215,0,10
14793115216,0,12
14793115217,0,15
14793115218,0,13
14793115219,0,13
14793115220,0,9
14793115221,0,12
14793115222,0,11
14793115223,0,11
14793115224,0,12
14793115225,0,12
14793115226,0,15
14793115227,0,15
14793115228,0,10
14793115229,0,15
14793115230,0,14
14793115231,0,13
14793115232,0,12
14793115233,0,13
14793115234,0,9
14793115235,0,15
14793115236,0,14
14793115237,0,10
14793115238,0,14
14793115239,0,9
14793115240,0,13
14793115241,0,11
14793115242,0,11
14793115243,0,14
14793115244,0,9
14793115245,0,15
14793115246,0,13
14793115247,0,12
14793115248,0,9
14793115249,0,14
14793115250,0,13
14793115251,0,13
14793115252,0,12
14793115253,0,12
14793115254,0,10
14793115255,0,12
14793115256,0,10
14793115257,0,14
14793115258,0,10
14793115259,0,13
14793115260,0,12
14793115261,0,14
14793115262,0,9
14793115263,0,11
14793115264,0,12
14793115265,0,10
14793115266,0,11
14793115267,0,12
14793115268,0,10
14793115269,0,11
14793115270,0,12
14793115271,0,8
14793115272,0,11
14793115273,0,10
14793115274,0,11
14793115275,0,11
14793115276,0,12
14793115277,0,15
14793115278,0,10
14793115279,0,12
14793115280,0,10
14793115281,0,12
14793115282,0,14
14793115283,0,14
14793115284,0,13
14793115285,0,13
14793115286,0,14
14793115287,0,13
14793115288,0,14
14793115289,0,13
14793115290,0,13
14793115291,0,14
14793115292,0,11
14793115293,0,10
14793115294,0,11
14793115295,0,11
14793115296,0,16
14793115297,0,14
14793115298,0,15
14793115299,0,15
14793115300,0,15
14793115301,0,14
14793115302,0,15
14793115303,0,17
14793115304,0,16
14793115305,0,16
14793115306,0,17
14793115307,0,13
14793115308,0,13
14793115309,0,16
14793115310,0,11
14793115311,0,12
14793115312,0,14
14793115313,0,12
14793115314,0,14
14793115315,0,11
14793115316,0,15
14793115317,0,15
14793115318,0,15
14793115319,0,14
14793115320,0,15
14793115321,0,12
14793115322,0,14
14793115323,0,14
14793115324,0,15
14793115325,0,16
14793115326,0,19
14793115327,0,13
14793115328,0,15
14793115329,0,14
14793115330,0,15
14793115331,0,15
14793115332,0,15
14793115333,0,14
14793115334,0,13
14793115335,0,15
14793115336,0,11
14793115337,0,14
14793115338,0,16
14793115339,0,17
14793115340,0,14
14793115341,0,13
14793115342,0,14
14793115343,0,15
14793115344,0,15
14793115345,0,13
14793115346,0,17
14793115347,0,11
14793115348,0,13
14793115349,0,14
14793115350,0,16
14793115351,0,14
14793115352,0,15
14793115353,0,15
14793115354,0,16
14793115355,0,16
14793115356,0,13
14793115357,0,14
14793115358,0,18
14793115359,0,19
14793115360,0,16
14793115361,0,18
14793115362,0,17
14793115363,0,16
14793115364,0,16
14793115365,0,13
14793115366,0,15
14793115367,0,14
14793115368,0,16
14793115369,0,18
14793115370,0,13
14793115371,0,20
14793115372,0,13
14793115373,0,17
14793115374,0,18
14793115375,0,13
14793115376,0,20
14793115377,0,17
14793115378,0,16
14793115379,0,15
14793115380,0,14
14793115381,0,15
14793115382,0,17
14793115383,0,12
14793115384,0,12
14793115385,0,16
14793115386,0,17
14793115387,0,13
14793115388,0,19
14793115389,0,18
14793115390,0,18
14793115391,0,18
14793115392,0,17
14793115393,0,17
14793115394,0,16
14793115395,0,16
14793115396,0,17
14793115397,0,15
14793115398,0,17
14793115399,0,18
14793115400,0,11
14793115401,0,17
14793115402,0,17
14793115403,0,17
14793115404,0,16
14793115405,0,17
14793115406,0,17
14793115407,0,16
14793115408,0,15
14793115409,0,17
14793115410,0,16
14793115411,0,13
14793115412,0,13
14793115413,0,19
14793115414,0,11
14793115415,0,12
14793115416,0,12
14793115417,0,14
14793115418,0,20
14793115419,0,11
14793115420,0,14
14793115421,0,14
14793115422,0,14
14793115423,0,13
14793115424,0,15
14793115425,0,11
14793115426,0,15
14793115427,0,13
14793115428,0,16
14793115429,0,12
14793115430,0,15
14793115431,0,13
14793115432,0,14
14793115433,0,14
14793115434,0,10
14793115435,0,16
14793115436,0,14
14793115437,0,11
14793115438,0,14
14793115439,0,12
14793115440,0,14
14793115441,0,13
14793115442,0,12
14793115443,0,12
14793115444,0,13
14793115445,0,8
14793115446,0,13
14793115447,0,11
14793115448,0,10
14793115449,0,10
14793115450,0,13
14793115451,0,11
14793115452,0,13
14793115453,0,13
14793115454,0,11
14793115455,0,12
14793115456,0,14
14793115457,0,13
14793115458,0,13
14793115459,0,12
14793115460,0,13
14793115461,0,12
14793115462,0,11
14793115463,0,9
14793115464,0,15
14793115465,0,10
14793115466,0,13
14793115467,0,12
14793115468,0,14
14793115469,0,10
14793115470,0,16
14793115471,0,11
14793115472,0,11
14793115473,0,13
14793115474,0,12
14793115475,0,12
14793115476,0,12
14793115477,0,11
14793115478,0,8
14793115479,0,9
14793115480,0,7
14793115481,0,9
14793115482,0,9
14793115483,0,9
14793115484,0,12
14793115485,0,9
14793115486,0,10
14793115487,0,13
14793115488,0,10
14793115489,0,8
14793115490,0,9
14793115491,0,11
14793115492,0,10
14793115493,0,9
14793115494,0,10
14793115495,0,10
14793115496,0,10
14793115497,0,10
14793115498,0,10
14793115499,0,12
14793115500,0,11
14793115501,0,8
14793115502,0,7
14793115503,0,10
14793115504,0,9
14793115505,0,9
14793115506,0,10
14793115507,0,9
14793115508,0,12
14793115509,0,10
14793115510,0,8
14793115511,0,11
14793115512,0,9
14793115513,0,8
14793115514,0,9
14793115515,0,9
14793115516,0,8
14793115517,0,8
14793115518,0,8
14793115519,0,8
14793115520,0,9
14793115521,0,8
14793115522,0,9
14793115523,0,7
14793115524,0,11
14793115525,0,8
14793115526,0,6
14793115527,0,11
14793115528,0,8
14793115529,0,5
14793115530,0,9
14793115531,0,8
14793115532,2,5
14793115533,1,9
14793115534,1,9
14793115535,1,8
14793115536,1,5
14793115537,1,11
14793115538,2,7
14793115539,1,8
14793115540,2,9
14793115541,1,6
14793115542,1,6
14793115543,1,7
14793115544,1,9
14793115545,1,9
14793115546,1,7
14793115547,1,8
14793115548,1,8
14793115549,2,7
14793115550,1,8
14793115551,2,7
14793115552,1,7
14793115553,2,9
14793115554,2,8
14793115555,2,6
14793115556,1,7
14793115557,2,9
14793115558,2,8
14793115559,2,6
14793115560,1,5
14793115561,2,10
14793115562,2,10
14793115563,2,8
14793115564,2,8
14793115565,2,7
14793115566,2,9
14793115567,2,7
14793115568,2,8
14793115569,1,6
14793115570,2,8
14793115571,2,6
14793115572,1,9
14793115573,2,8
14793115574,2,7
14793115575,2,7
14793115576,1,6
14793115577,0,7
14793115578,0,10
14793115579,0,8
14793115580,0,9
14793115581,0,12
14793115582,0,9
14793115583,0,8
14793115584,0,7
14793115585,0,8
14793115586,0,8
14793115587,0,7
14793115588,0,10
14793115589,0,10
14793115590,0,9
14793115591,0,9
14793115592,0,9
14793115593,0,8
14793115594,0,8
14793115595,0,8
14793115596,0,9
14793115597,0,9
14793115598,0,9
14793115599,0,8
14793115600,0,10
14793115601,0,9
14793115602,0,9
14793115603,0,7
14793115604,0,10
14793115605,0,8
14793115606,0,8
14793115607,0,7
14793115608,0,7
14793115609,0,9
14793115610,0,7
14793115611,0,6
14793115612,0,6
14793115613,0,7
14793115614,0,7
14793115615,0,8
14793115616,0,6
14793115617,0,11
14793115618,0,9
14793115619,0,8
14793115620,0,7
14793115621,0,7
14793115622,0,7
14793115623,0,9
14793115624,0,9
14793115625,0,10
14793115626,0,9
14793115627,0,9
14793115628,0,9
14793115629,0,10
14793115630,0,8
14793115631,0,10
14793115632,0,9
14793115633,0,8
14793115634,0,9
14793115635,0,8
14793115636,0,9
14793115637,0,8
14793115638,0,8
14793115639,0,8
14793115640,0,7
14793115641,0,7
14793115642,0,8
14793115643,0,8
14793115644,0,6
14793115645,0,7
14793115646,0,8
14793115647,0,8
14793115648,0,6
14793115649,0,7
14793115650,0,7
14793115651,0,8
14793115652,0,8
14793115653,0,10
14793115654,0,8
14793115655,0,8
14793115656,0,8
14793115657,0,7
14793115658,0,7
14793115659,0,8
14793115660,0,7
14793115661,0,6
14793115662,0,8
14793115663,0,9
14793115664,0,9
14793115665,0,9
14793115666,0,8
14793115667,0,6
14793115668,0,6
14793115669,0,9
14793115670,0,8
14793115671,0,8
14793115672,0,8
14793115673,0,6
14793115674,0,9
14793115675,0,8
14793115676,0,6
14793115677,0,9
14793115678,0,8
14793115679,0,6
14793115680,0,7
14793115681,0,5
14793115682,0,9
14793115683,0,7
14793115684,0,7
14793115685,0,7
14793115686,0,7
14793115687,0,8
14793115688,0,8
14793115689,0,8
14793115690,0,6
14793115691,0,7
14793115692,0,8
14793115693,0,7
14793115694,0,7
14793115695,0,8
14793115696,0,10
14793115697,0,9
14793115698,0,9
14793115699,0,8
14793115700,0,13
14793115701,0,9
14793115702,0,10
14793115703,0,8
14793115704,0,7
14793115705,0,10
14793115706,0,9
14793115707,0,10
14793115708,0,10
14793115709,0,11
14793115710,0,11
14793115711,0,12
14793115712,0,10
14793115713,0,12
14793115714,0,11
14793115715,0,11
14793115716,0,11
14793115717,0,11
14793115718,0,9
14793115719,0,11
14793115720,0,11
14793115721,0,12
14793115722,0,9
14793115723,0,12
14793115724,0,11
14793115725,0,10
14793115726,0,10
14793115727,0,10
14793115728,0,9
14793115729,0,10
14793115730,0,10
14793115731,0,12
14793115732,0,9
14793115733,0,10
14793115734,0,10
14793115735,0,10
14793115736,0,10
14793115737,0,11
14793115738,0,10
14793115739,0,11
14793115740,0,11
14793115741,0,11
14793115742,0,10
14793115743,0,8
14793115744,0,9
14793115745,0,11
14793115746,0,9
14793115747,0,12
14793115748,0,8
14793115749,0,13
14793115750,0,7
14793115751,0,10
14793115752,0,11
14793115753,0,9
14793115754,0,10
14793115755,0,11
14793115756,0,11
14793115757,0,11
14793115758,0,10
14793115759,0,10
14793115760,0,9
14793115761,0,11
14793115762,0,10
14793115763,0,11
14793115764,0,10
14793115765,0,9
14793115766,0,7
14793115767,0,9
14793115768,0,8
14793115769,0,8
14793115770,0,10
14793115771,0,9
14793115772,0,8
14793115773,0,8
14793115774,0,9
14793115775,0,8
14793115776,0,9
14793115777,0,8
14793115778,0,9
14793115779,0,8
14793115780,0,8
14793115781,0,8
14793115782,0,8
14793115783,0,8
14793115784,0,9
14793115785,0,8
14793115786,0,9
14793115787,0,9
14793115788,0,8
14793115789,0,8
14793115790,0,10
14793115791,0,9
14793115792,0,8
14793115793,0,9
14793115794,0,10
14793115795,0,9
14793115796,0,7
14793115797,0,10
14793115798,0,9
14793115799,0,8
14793115800,0,13
14793115801,0,10
14793115802,0,7
14793115803,0,9
14793115804,0,9
14793115805,0,8
14793115806,0,7
14793115807,0,15
14793115808,0,11
14793115809,0,7
14793115810,0,12
14793115811,0,10
14793115812,0,9
14793115813,0,7
14793115814,0,10
14793115815,0,8
14793115816,0,10
14793115817,0,11
14793115818,0,11
14793115819,0,11
14793115820,0,9
14793115821,0,11
14793115822,0,7
14793115823,0,9
14793115824,0,7
14793115825,0,9
14793115826,0,10
14793115827,0,11
14793115828,0,12
14793115829,0,9
14793115830,0,9
14793115831,0,11
14793115832,0,8
14793115833,0,7
14793115834,0,10
14793115835,0,9
14793115836,0,8
14793115837,0,11
14793115838,0,9
14793115839,0,9
14793115840,0,10
14793115841,0,11
14793115842,0,8
14793115843,0,9
14793115844,0,10
14793115845,0,8
14793115846,0,9
14793115847,0,8
14793115848,0,8
14793115849,0,10
14793115850,0,10
14793115851,0,8
14793115852,0,9
14793115853,0,9
14793115854,0,9
14793115855,0,11
14793115856,0,9
14793115857,0,9
14793115858,0,10
14793115859,0,8
14793115860,0,10
14793115861,0,11
14793115862,0,9
14793115863,0,10
14793115864,0,8
14793115865,0,10
14793115866,0,11
14793115867,0,9
14793115868,0,10
14793115869,0,11
14793115870,0,11
14793115871,0,10
14793115872,0,8
14793115873,0,8
14793115874,0,8
14793115875,0,7
14793115876,0,8
14793115877,0,8
14793115878,0,8
14793115879,0,9
14793115880,0,11
14793115881,0,10
14793115882,0,10
14793115883,0,11
14793115884,0,11
14793115885,0,7
14793115886,0,9
14793115887,0,9
14793115888,0,11
14793115889,0,10
14793115890,0,10
14793115891,0,8
14793115892,0,9
14793115893,0,10
14793115894,0,10
14793115895,0,8
14793115896,0,8
14793115897,0,10
14793115898,0,9
14793115899,0,9
14793115900,0,10
14793115901,0,7
14793115902,0,9
14793115903,0,7
14793115904,0,8
14793115905,0,8
14793115906,0,10
14793115907,0,9
14793115908,0,9
14793115909,0,9
14793115910,0,9
14793115911,0,7
14793115912,0,8
14793115913,0,9
14793115914,0,8
14793115915,0,7
14793115916,0,3
14793115917,0,6
14793115918,0,11
14793115919,0,6
14793115920,0,8
14793115921,0,7
14793115922,0,7
14793115923,0,7
14793115924,0,8
14793115925,0,8
14793115926,0,8
14793115927,0,8
14793115928,0,7
14793115929,0,7
14793115930,0,7
14793115931,0,7
14793115932,0,9
14793115933,0,9
14793115934,0,6
14793115935,0,7
14793115936,0,8
14793115937,0,7
14793115938,0,7
14793115939,0,7
14793115940,0,8
14793115941,0,5
14793115942,0,7
14793115943,0,6
14793115944,0,7
14793115945,0,6
14793115946,0,7
14793115947,0,6
14793115948,0,6
14793115949,0,5
14793115950,0,6
14793115951,0,6
14793115952,0,8
14793115953,0,6
14793115954,0,6
14793115955,0,6
14793115956,0,8
14793115957,0,8
14793115958,0,7
14793115959,0,8
14793115960,0,6
14793115961,0,6
14793115962,0,7
14793115963,0,5
14793115964,0,5
14793115965,0,9
14793115966,0,5
14793115967,0,8
14793115968,0,5
14793115969,0,7
14793115970,0,5
14793115971,0,8
14793115972,0,5
14793115973,0,4
14793115974,0,7
14793115975,0,5
14793115976,0,9
14793115977,0,5
14793115978,0,8
14793115979,0,4
14793115980,0,6
14793115981,0,6
14793115982,0,7
14793115983,0,7
14793115984,0,7
14793115985,0,9
14793115986,0,7
14793115987,0,7
14793115988,0,6
14793115989,0,7
14793115990,0,7
14793115991,0,6
14793115992,0,6
14793115993,0,6
14793115994,0,6
14793115995,0,5
14793115996,0,9
14793115997,0,7
14793115998,0,7
14793115999,0,6
14793116000,0,5
14793116001,0,7
14793116002,0,7
14793116003,0,5
14793116004,0,6
14793116005,0,6
14793116006,0,7
14793116007,0,5
14793116008,0,8
14793116009,0,6
14793116010,0,6
14793116011,0,6
14793116012,0,7
14793116013,0,6
14793116014,0,6
14793116015,0,5
14793116016,0,5
14793116017,0,5
14793116018,0,6
14793116019,0,5
14793116020,0,6
14793116021,0,7
14793116022,0,7
14793116023,0,5
14793116024,0,6
14793116025,0,6
14793116026,0,4
14793116027,0,6
14793116028,0,6
14793116029,0,6
14793116030,0,7
14793116031,0,6
14793116032,0,7
14793116033,0,6
14793116034,0,4
14793116035,0,2
14793116036,0,4
14793116037,0,5
14793116038,0,7
14793116039,0,7
14793116040,0,5
14793116041,0,6
14793116042,0,7
14793116043,0,7
14793116044,0,6
14793116045,0,6
14793116046,0,6
14793116047,0,6
14793116048,0,5
14793116049,0,6
14793116050,0,6
14793116051,0,6
14793116052,0,6
14793116053,0,6
14793116054,0,5
14793116055,0,5
14793116056,0,7
14793116057,0,5
14793116058,0,6
14793116059,0,5
14793116060,0,5
14793116061,0,5
14793116062,0,6
14793116063,0,6
14793116064,0,6
14793116065,0,6
14793116066,0,6
14793116067,0,5
14793116068,0,6
14793116069,0,5
14793116070,0,5
14793116071,0,5
14793116072,0,5
14793116073,0,4
14793116074,0,5
14793116075,0,6
14793116076,0,7
14793116077,0,7
14793116078,0,5
14793116079,0,7
14793116080,0,7
14793116081,0,6
14793116082,0,6
14793116083,0,6
14793116084,0,4
14793116085,0,6
14793116086,0,8
14793116087,0,9
14793116088,0,8
14793116089,0,7
14793116090,0,8
14793116091,0,7
14793116092,0,7
14793116093,0,8
14793116094,0,7
14793116095,0,7
14793116096,0,7
14793116097,0,6
14793116098,0,8
14793116099,0,6
14793116100,0,7
14793116101,0,6
14793116102,0,7
14793116103,0,7
14793116104,0,7
14793116105,0,6
14793116106,2,5
14793116107,2,5
14793116108,3,5
14793116109,3,5
14793116110,4,5
14793116111,3,4
14793116112,3,6
14793116113,3,5
14793116114,3,5
14793116115,3,5
14793116116,3,5
14793116117,2,5
14793116118,2,5
14793116119,2,5
14793116120,2,5
14793116121,3,5
14793116122,2,4
14793116123,3,4
14793116124,2,6
14793116125,2,4
14793116126,2,5
14793116127,2,3
14793116128,2,5
14793116129,2,5
14793116130,2,5
14793116131,2,5
14793116132,3,5
14793116133,2,5
14793116134,2,5
14793116135,3,4
14793116136,2,6
14793116137,3,5
14793116138,2,3
14793116139,0,8
14793116140,0,9
14793116141,0,8
14793116142,0,8
14793116143,1,7
14793116144,1,4
14793116145,1,4
14793116146,0,6
14793116147,1,6
14793116148,1,7
14793116149,1,7
14793116150,1,6
14793116151,1,6
14793116152,1,7
14793116153,1,8
14793116154,1,7
14793116155,1,8
14793116156,1,7
14793116157,1,7
14793116158,1,6
14793116159,1,4
14793116160,1,6
14793116161,1,6
14793116162,1,5
14793116163,1,6
14793116164,1,7
14793116165,1,6
14793116166,1,5
14793116167,1,6
14793116168,1,7
14793116169,1,6
14793116170,1,6
14793116171,1,6
14793116172,1,5
14793116173,1,5
14793116174,1,6
14793116175,1,6
14793116176,1,6
